DateTime,USEP (Milligrams of gold/MWh),DEMAND (MW),Total Population (Number),Holiday,Day
2018-09-27 12:30:00,469.7627118644068,6759.871,5638676.0,1,4
2018-09-27 13:00:00,472.44525154694657,6781.272,5638676.0,1,4
2018-09-27 13:30:00,479.4926015603983,6831.732,5638676.0,1,4
2018-09-27 14:00:00,489.7226257734733,6867.437,5638676.0,1,4
2018-09-27 14:30:00,489.7226257734733,6877.963,5638676.0,1,4
2018-09-27 15:00:00,486.2671509281679,6852.487,5638676.0,1,4
2018-09-27 15:30:00,480.6292709174066,6844.222,5638676.0,1,4
2018-09-27 16:00:00,509.182405165456,6862.969,5638676.0,1,4
2018-09-27 16:30:00,499.7253161151467,6853.794,5638676.0,1,4
2018-09-27 17:00:00,511.6830777508744,6836.727,5638676.0,1,4
2018-09-27 17:30:00,487.6766209308583,6771.526,5638676.0,1,4
2018-09-27 18:00:00,477.0373957492602,6667.901,5638676.0,1,4
2018-09-27 18:30:00,467.2620392789885,6599.265,5638676.0,1,4
2018-09-27 19:00:00,471.80871670702186,6615.438,5638676.0,1,4
2018-09-27 19:30:00,480.6292709174066,6629.935,5638676.0,1,4
2018-09-27 20:00:00,514.7748184019371,6598.058,5638676.0,1,4
2018-09-27 20:30:00,510.4554748453054,6562.562,5638676.0,1,4
2018-09-27 21:00:00,593.5687382297552,6518.274,5638676.0,1,4
2018-09-27 21:30:00,562.8331988162497,6456.303,5638676.0,1,4
2018-09-27 22:00:00,531.7793919827819,6349.006,5638676.0,1,4
2018-09-27 22:30:00,510.5918751681464,6206.69,5638676.0,1,4
2018-09-27 23:00:00,510.5918751681464,6080.909,5638676.0,1,4
2018-09-27 23:30:00,550.3753026634382,5946.038,5638676.0,1,4
2018-09-28 00:00:00,513.2443502824859,5807.713,5638676.0,1,5
2018-09-28 00:30:00,523.7642655367232,5668.474,5638676.0,1,5
2018-09-28 01:00:00,493.7984463276837,5557.469,5638676.0,1,5
2018-09-28 01:30:00,468.7510290556902,5467.696,5638676.0,1,5
2018-09-28 02:00:00,468.65994753833735,5402.266,5638676.0,1,5
2018-09-28 02:30:00,462.2387005649718,5325.599,5638676.0,1,5
2018-09-28 03:00:00,459.2785512510089,5292.752,5638676.0,1,5
2018-09-28 03:30:00,458.3677360774819,5255.432,5638676.0,1,5
2018-09-28 04:00:00,458.2311138014528,5235.005,5638676.0,1,5
2018-09-28 04:30:00,458.2311138014528,5228.137,5638676.0,1,5
2018-09-28 05:00:00,457.04705407586766,5239.622,5638676.0,1,5
2018-09-28 05:30:00,464.6979015334948,5303.755,5638676.0,1,5
2018-09-28 06:00:00,468.56886602098473,5449.138,5638676.0,1,5
2018-09-28 06:30:00,468.7965698143664,5634.265,5638676.0,1,5
2018-09-28 07:00:00,478.8610774818402,5799.259,5638676.0,1,5
2018-09-28 07:30:00,468.8421105730428,5997.801,5638676.0,1,5
2018-09-28 08:00:00,483.2785310734464,6243.647,5638676.0,1,5
2018-09-28 08:30:00,533.7832324455206,6494.065,5638676.0,1,5
2018-09-28 09:00:00,541.7984059725585,6670.287,5638676.0,1,5
2018-09-28 09:30:00,541.843946731235,6783.647,5638676.0,1,5
2018-09-28 10:00:00,593.5782485875707,6863.157,5638676.0,1,5
2018-09-28 10:30:00,612.7053672316385,6909.9,5638676.0,1,5
2018-09-28 11:00:00,631.7414043583535,6936.246,5638676.0,1,5
2018-09-28 11:30:00,607.3770984665052,6903.802,5638676.0,1,5
2018-09-28 12:00:00,565.661763518967,6843.158,5638676.0,1,5
2018-09-28 12:30:00,541.980569007264,6784.005,5638676.0,1,5
2018-09-28 13:00:00,561.0621468926554,6804.934,5638676.0,1,5
2018-09-28 13:30:00,2633.2122074253434,6852.149,5638676.0,1,5
2018-09-28 14:00:00,3338.0465294592414,6880.527,5638676.0,1,5
2018-09-28 14:30:00,3208.437530266344,6870.821,5638676.0,1,5
2018-09-28 15:00:00,2347.7627320419697,6847.124,5638676.0,1,5
2018-09-28 15:30:00,2533.477945924132,6846.731,5638676.0,1,5
2018-09-28 16:00:00,1411.4447336561743,6856.348,5638676.0,1,5
2018-09-28 16:30:00,1490.366868442292,6848.993,5638676.0,1,5
2018-09-28 17:00:00,1346.549152542373,6813.02,5638676.0,1,5
2018-09-28 17:30:00,627.5516545601292,6748.474,5638676.0,1,5
2018-09-28 18:00:00,560.8344430992736,6629.438,5638676.0,1,5
2018-09-28 18:30:00,516.7054479418887,6569.202,5638676.0,1,5
2018-09-28 19:00:00,519.6200564971753,6571.816,5638676.0,1,5
2018-09-28 19:30:00,497.5783292978209,6574.872,5638676.0,1,5
2018-09-28 20:00:00,541.0242130750606,6530.575,5638676.0,1,5
2018-09-28 20:30:00,540.6143462469734,6472.505,5638676.0,1,5
2018-09-28 21:00:00,585.335371267151,6421.354,5638676.0,1,5
2018-09-28 21:30:00,560.8799838579499,6362.027,5638676.0,1,5
2018-09-28 22:00:00,541.5707021791768,6255.754,5638676.0,1,5
2018-09-28 22:30:00,516.0678773204198,6136.091,5638676.0,1,5
2018-09-28 23:00:00,515.9312550443907,6038.768,5638676.0,1,5
2018-09-28 23:30:00,494.89142453591614,5932.157,5638676.0,1,5
2018-09-29 00:00:00,459.1344632768362,5809.612,5638676.0,1,6
2018-09-29 00:30:00,528.3422316384181,5681.689,5638676.0,1,6
2018-09-29 01:00:00,508.314406779661,5568.691,5638676.0,1,6
2018-09-29 01:30:00,505.80522598870056,5485.632,5638676.0,1,6
2018-09-29 02:00:00,492.5750000000001,5403.483,5638676.0,1,6
2018-09-29 02:30:00,533.9080508474576,5340.304,5638676.0,1,6
2018-09-29 03:00:00,524.6468926553672,5278.98,5638676.0,1,6
2018-09-29 03:30:00,523.7344632768362,5243.33,5638676.0,1,6
2018-09-29 04:00:00,506.2614406779661,5211.626,5638676.0,1,6
2018-09-29 04:30:00,506.170197740113,5181.488,5638676.0,1,6
2018-09-29 05:00:00,505.6683615819209,5188.943,5638676.0,1,6
2018-09-29 05:30:00,506.2614406779661,5211.293,5638676.0,1,6
2018-09-29 06:00:00,524.7381355932204,5285.331,5638676.0,1,6
2018-09-29 06:30:00,533.9536723163842,5358.435,5638676.0,1,6
2018-09-29 07:00:00,536.4172316384181,5401.957,5638676.0,1,6
2018-09-29 07:30:00,551.8829096045198,5479.365,5638676.0,1,6
2018-09-29 08:00:00,565.0675141242938,5672.007,5638676.0,1,6
2018-09-29 08:30:00,635.8720338983052,5902.511,5638676.0,1,6
2018-09-29 09:00:00,644.9963276836158,6053.45,5638676.0,1,6
2018-09-29 09:30:00,737.288559322034,6172.735,5638676.0,1,6
2018-09-29 10:00:00,876.5709039548022,6255.903,5638676.0,1,6
2018-09-29 10:30:00,636.3738700564973,6322.347,5638676.0,1,6
2018-09-29 11:00:00,684.3220338983051,6361.466,5638676.0,1,6
2018-09-29 11:30:00,594.7214689265538,6337.47,5638676.0,1,6
2018-09-29 12:00:00,584.775988700565,6274.451,5638676.0,1,6
2018-09-29 12:30:00,566.1624293785311,6230.059,5638676.0,1,6
2018-09-29 13:00:00,561.0072033898306,6190.721,5638676.0,1,6
2018-09-29 13:30:00,553.0234463276836,6155.842,5638676.0,1,6
2018-09-29 14:00:00,552.9778248587571,6130.927,5638676.0,1,6
2018-09-29 14:30:00,552.9322033898305,6135.748,5638676.0,1,6
2018-09-29 15:00:00,552.7497175141243,6113.825,5638676.0,1,6
2018-09-29 15:30:00,552.7497175141243,6116.643,5638676.0,1,6
2018-09-29 16:00:00,552.7497175141243,6107.986,5638676.0,1,6
2018-09-29 16:30:00,552.7497175141243,6071.64,5638676.0,1,6
2018-09-29 17:00:00,537.6490112994351,6034.932,5638676.0,1,6
2018-09-29 17:30:00,535.7329096045198,5984.332,5638676.0,1,6
2018-09-29 18:00:00,537.6033898305085,5980.624,5638676.0,1,6
2018-09-29 18:30:00,542.1655367231639,6010.126,5638676.0,1,6
2018-09-29 19:00:00,552.8409604519775,6101.286,5638676.0,1,6
2018-09-29 19:30:00,553.0234463276836,6138.531,5638676.0,1,6
2018-09-29 20:00:00,552.886581920904,6122.399,5638676.0,1,6
2018-09-29 20:30:00,561.0072033898306,6148.248,5638676.0,1,6
2018-09-29 21:00:00,561.2353107344633,6137.542,5638676.0,1,6
2018-09-29 21:30:00,552.9778248587571,6119.889,5638676.0,1,6
2018-09-29 22:00:00,552.8409604519775,6028.62,5638676.0,1,6
2018-09-29 22:30:00,537.8314971751413,5946.868,5638676.0,1,6
2018-09-29 23:00:00,537.4665254237289,5880.454,5638676.0,1,6
2018-09-29 23:30:00,522.5483050847458,5787.932,5638676.0,1,6
2018-09-30 00:00:00,522.9206988374358,5702.727,5638676.0,1,7
2018-09-30 00:30:00,533.0411768526336,5592.527,5638676.0,1,7
2018-09-30 01:00:00,518.0804702214717,5479.887,5638676.0,1,7
2018-09-30 01:30:00,496.9594726245372,5389.87,5638676.0,1,7
2018-09-30 02:00:00,486.9710008443203,5300.246,5638676.0,1,7
2018-09-30 02:30:00,477.6425602390076,5241.451,5638676.0,1,7
2018-09-30 03:00:00,454.49746703903367,5186.036,5638676.0,1,7
2018-09-30 03:30:00,453.7934337858024,5142.469,5638676.0,1,7
2018-09-30 04:00:00,447.8531532116646,5108.573,5638676.0,1,7
2018-09-30 04:30:00,444.15697863220106,5086.124,5638676.0,1,7
2018-09-30 05:00:00,443.4969474572969,5079.762,5638676.0,1,7
2018-09-30 05:30:00,443.4969474572969,5090.259,5638676.0,1,7
2018-09-30 06:00:00,452.7373839059557,5145.893,5638676.0,1,7
2018-09-30 06:30:00,453.83743586412936,5205.409,5638676.0,1,7
2018-09-30 07:00:00,453.0894005325713,5221.024,5638676.0,1,7
2018-09-30 07:30:00,454.4534649607066,5256.709,5638676.0,1,7
2018-09-30 08:00:00,455.4215106838994,5332.7,5638676.0,1,7
2018-09-30 08:30:00,475.0904396960447,5454.575,5638676.0,1,7
2018-09-30 09:00:00,478.126583100604,5566.598,5638676.0,1,7
2018-09-30 09:30:00,488.4230694291096,5666.749,5638676.0,1,7
2018-09-30 10:00:00,512.8002208222381,5759.241,5638676.0,1,7
2018-09-30 10:30:00,518.5204910047412,5831.962,5638676.0,1,7
2018-09-30 11:00:00,498.8515619925959,5856.593,5638676.0,1,7
2018-09-30 11:30:00,495.5514061180749,5858.283,5638676.0,1,7
2018-09-30 12:00:00,487.49902578424366,5825.868,5638676.0,1,7
2018-09-30 12:30:00,487.4550237059168,5817.802,5638676.0,1,7
2018-09-30 13:00:00,487.4110216275898,5826.733,5638676.0,1,7
2018-09-30 13:30:00,495.6394102747289,5865.986,5638676.0,1,7
2018-09-30 14:00:00,498.3675391309996,5873.466,5638676.0,1,7
2018-09-30 14:30:00,504.571832175099,5882.208,5638676.0,1,7
2018-09-30 15:00:00,512.8002208222381,5892.233,5638676.0,1,7
2018-09-30 15:30:00,515.8363642267974,5893.545,5638676.0,1,7
2018-09-30 16:00:00,545.141748392544,5886.13,5638676.0,1,7
2018-09-30 16:30:00,577.7472884328116,5884.117,5638676.0,1,7
2018-09-30 17:00:00,545.6697733324673,5891.433,5638676.0,1,7
2018-09-30 17:30:00,545.185750470871,5906.904,5638676.0,1,7
2018-09-30 18:00:00,514.604306033643,5900.269,5638676.0,1,7
2018-09-30 18:30:00,518.4324868480873,5934.284,5638676.0,1,7
2018-09-30 19:00:00,545.8017795674482,6036.84,5638676.0,1,7
2018-09-30 19:30:00,563.9306358381502,6103.751,5638676.0,1,7
2018-09-30 20:00:00,564.3706566214197,6117.404,5638676.0,1,7
2018-09-30 20:30:00,675.7399168669222,6160.941,5638676.0,1,7
2018-09-30 21:00:00,709.5335130220172,6186.561,5638676.0,1,7
2018-09-30 21:30:00,675.6519127102682,6161.885,5638676.0,1,7
2018-09-30 22:00:00,573.7871013833864,6106.743,5638676.0,1,7
2018-09-30 22:30:00,546.1537961940637,6007.527,5638676.0,1,7
2018-09-30 23:00:00,522.7886926024551,5903.962,5638676.0,1,7
2018-09-30 23:30:00,546.0657920374099,5791.625,5638676.0,1,7
2018-10-01 00:00:00,548.6802192628464,5695.406,5638676.0,1,1
2019-09-01 00:30:00,314.6902744148507,5595.35,5703569.0,1,7
2019-09-01 01:00:00,306.7615012106537,5492.64,5703569.0,1,7
2019-09-01 01:30:00,301.7946260425074,5435.49,5703569.0,1,7
2019-09-01 02:00:00,184.8224374495561,5357.362,5703569.0,1,7
2019-09-01 02:30:00,157.34513720742535,5284.268,5703569.0,1,7
2019-09-01 03:00:00,149.0973903685768,5233.534,5703569.0,1,7
2019-09-01 03:30:00,147.09241323648104,5183.566,5703569.0,1,7
2019-09-01 04:00:00,147.04684557438796,5167.91,5703569.0,1,7
2019-09-01 04:30:00,125.6756120527307,5126.799,5703569.0,1,7
2019-09-01 05:00:00,138.8902340597256,5140.342,5703569.0,1,7
2019-09-01 05:30:00,147.00127791229485,5163.741,5703569.0,1,7
2019-09-01 06:00:00,149.59863465160075,5218.256,5703569.0,1,7
2019-09-01 06:30:00,150.00874361043853,5245.596,5703569.0,1,7
2019-09-01 07:00:00,151.33020581113803,5280.784,5703569.0,1,7
2019-09-01 07:30:00,165.04607210115685,5316.493,5703569.0,1,7
2019-09-01 08:00:00,185.05027576002152,5384.09,5703569.0,1,7
2019-09-01 08:30:00,306.6703658864676,5508.246,5703569.0,1,7
2019-09-01 09:00:00,316.14843960182947,5625.041,5703569.0,1,7
2019-09-01 09:30:00,323.16585956416463,5743.67,5703569.0,1,7
2019-09-01 10:00:00,335.60583131557706,5834.412,5703569.0,1,7
2019-09-01 10:30:00,344.8560667204736,5915.667,5703569.0,1,7
2019-09-01 11:00:00,337.4741054613936,5915.975,5703569.0,1,7
2019-09-01 11:30:00,336.7905905299973,5920.562,5703569.0,1,7
2019-09-01 12:00:00,336.28934624697337,5894.36,5703569.0,1,7
2019-09-01 12:30:00,336.28934624697337,5897.477,5703569.0,1,7
2019-09-01 13:00:00,336.28934624697337,5892.646,5703569.0,1,7
2019-09-01 13:30:00,336.7905905299973,5927.426,5703569.0,1,7
2019-09-01 14:00:00,340.2081651869788,5944.523,5703569.0,1,7
2019-09-01 14:30:00,340.2081651869788,5943.777,5703569.0,1,7
2019-09-01 15:00:00,342.53211595372613,5954.313,5703569.0,1,7
2019-09-01 15:30:00,340.25373284907187,5949.065,5703569.0,1,7
2019-09-01 16:00:00,342.6232512779123,5953.702,5703569.0,1,7
2019-09-01 16:30:00,340.25373284907187,5936.64,5703569.0,1,7
2019-09-01 17:00:00,355.33662900188324,5949.05,5703569.0,1,7
2019-09-01 17:30:00,355.33662900188324,5961.267,5703569.0,1,7
2019-09-01 18:00:00,355.33662900188324,5953.086,5703569.0,1,7
2019-09-01 18:30:00,360.2579365079365,5992.006,5703569.0,1,7
2019-09-01 19:00:00,375.5231033091202,6128.427,5703569.0,1,7
2019-09-01 19:30:00,397.8968253968253,6196.974,5703569.0,1,7
2019-09-01 20:00:00,426.5588848533764,6238.145,5703569.0,1,7
2019-09-01 20:30:00,426.5133171912833,6241.192,5703569.0,1,7
2019-09-01 21:00:00,433.98641377454936,6308.317,5703569.0,1,7
2019-09-01 21:30:00,444.2847054075868,6317.715,5703569.0,1,7
2019-09-01 22:00:00,434.03198143664247,6270.743,5703569.0,1,7
2019-09-01 22:30:00,423.5514191552328,6151.712,5703569.0,1,7
2019-09-01 23:00:00,399.1727199354318,6058.112,5703569.0,1,7
2019-09-01 23:30:00,374.1105057842346,5929.339,5703569.0,1,7
2019-09-02 00:00:00,341.8632095776164,5756.413,5703569.0,1,1
2019-09-02 00:30:00,317.2457761635728,5580.888,5703569.0,1,1
2019-09-02 01:00:00,313.8722760290557,5474.639,5703569.0,1,1
2019-09-02 01:30:00,311.68405972558514,5433.785,5703569.0,1,1
2019-09-02 02:00:00,267.14474038202854,5366.119,5703569.0,1,1
2019-09-02 02:30:00,197.4865213882163,5301.236,5703569.0,1,1
2019-09-02 03:00:00,173.5984934086629,5264.378,5703569.0,1,1
2019-09-02 03:30:00,149.11782351358622,5224.603,5703569.0,1,1
2019-09-02 04:00:00,151.44280333602367,5212.804,5703569.0,1,1
2019-09-02 04:30:00,147.11195856873826,5182.915,5703569.0,1,1
2019-09-02 05:00:00,118.6651466236212,5206.781,5703569.0,1,1
2019-09-02 05:30:00,147.4766612859833,5284.845,5703569.0,1,1
2019-09-02 06:00:00,299.2385794995964,5440.947,5703569.0,1,1
2019-09-02 06:30:00,316.7898977670164,5631.676,5703569.0,1,1
2019-09-02 07:00:00,326.7280468119451,5819.731,5703569.0,1,1
2019-09-02 07:30:00,334.1588646758138,6034.007,5703569.0,1,1
2019-09-02 08:00:00,370.6747242399785,6315.672,5703569.0,1,1
2019-09-02 08:30:00,382.8010895883777,6601.338,5703569.0,1,1
2019-09-02 09:00:00,415.852273338714,6787.047,5703569.0,1,1
2019-09-02 09:30:00,425.19778046811945,6893.44,5703569.0,1,1
2019-09-02 10:00:00,429.8477401129944,6963.074,5703569.0,1,1
2019-09-02 10:30:00,433.7227064837234,7021.541,5703569.0,1,1
2019-09-02 11:00:00,430.1668549905838,7041.382,5703569.0,1,1
2019-09-02 11:30:00,429.89332795264994,7039.066,5703569.0,1,1
2019-09-02 12:00:00,430.2580306698951,6990.245,5703569.0,1,1
2019-09-02 12:30:00,429.89332795264994,6940.481,5703569.0,1,1
2019-09-02 13:00:00,418.1316653214958,6936.669,5703569.0,1,1
2019-09-02 13:30:00,429.89332795264994,6992.556,5703569.0,1,1
2019-09-02 14:00:00,430.6227333871401,7020.811,5703569.0,1,1
2019-09-02 14:30:00,430.1212671509281,7012.466,5703569.0,1,1
2019-09-02 15:00:00,430.1212671509281,7012.551,5703569.0,1,1
2019-09-02 15:30:00,429.89332795264994,7031.173,5703569.0,1,1
2019-09-02 16:00:00,429.89332795264994,7042.038,5703569.0,1,1
2019-09-02 16:30:00,429.89332795264994,7032.928,5703569.0,1,1
2019-09-02 17:00:00,417.7213747645951,6999.142,5703569.0,1,1
2019-09-02 17:30:00,397.4803739574926,6918.871,5703569.0,1,1
2019-09-02 18:00:00,388.4539817056765,6794.621,5703569.0,1,1
2019-09-02 18:30:00,400.306820016142,6729.315,5703569.0,1,1
2019-09-02 19:00:00,421.5051654560128,6752.853,5703569.0,1,1
2019-09-02 19:30:00,435.5462200699489,6773.966,5703569.0,1,1
2019-09-02 20:00:00,442.11086898036046,6754.826,5703569.0,1,1
2019-09-02 20:30:00,592.5051520043045,6712.641,5703569.0,1,1
2019-09-02 21:00:00,641.694430992736,6679.441,5703569.0,1,1
2019-09-02 21:30:00,541.7658864675814,6619.757,5703569.0,1,1
2019-09-02 22:00:00,486.6501883239172,6503.195,5703569.0,1,1
2019-09-02 22:30:00,435.0903416733925,6355.78,5703569.0,1,1
2019-09-02 23:00:00,429.3462738767824,6217.972,5703569.0,1,1
2019-09-02 23:30:00,391.9186575195049,6063.266,5703569.0,1,1
2019-09-03 00:00:00,369.9221684153888,5938.047,5703569.0,1,2
2019-09-03 00:30:00,373.80742534301856,5809.542,5703569.0,1,2
2019-09-03 01:00:00,356.52945924132365,5690.406,5703569.0,1,2
2019-09-03 01:30:00,350.5873015873016,5603.163,5703569.0,1,2
2019-09-03 02:00:00,326.4072908259349,5527.649,5703569.0,1,2
2019-09-03 02:30:00,321.6992736077482,5475.752,5703569.0,1,2
2019-09-03 03:00:00,319.13957492601554,5433.766,5703569.0,1,2
2019-09-03 03:30:00,316.2142050040356,5385.114,5703569.0,1,2
2019-09-03 04:00:00,314.9343556631692,5364.931,5703569.0,1,2
2019-09-03 04:30:00,314.9343556631692,5363.172,5703569.0,1,2
2019-09-03 05:00:00,317.17409200968524,5386.605,5703569.0,1,2
2019-09-03 05:30:00,326.315873015873,5458.804,5703569.0,1,2
2019-09-03 06:00:00,327.91568469195585,5596.588,5703569.0,1,2
2019-09-03 06:30:00,368.916572504708,5778.475,5703569.0,1,2
2019-09-03 07:00:00,375.727199354318,5942.49,5703569.0,1,2
2019-09-03 07:30:00,377.3270110304008,6132.394,5703569.0,1,2
2019-09-03 08:00:00,392.7766209308583,6371.033,5703569.0,1,2
2019-09-03 08:30:00,430.8064299165994,6680.271,5703569.0,1,2
2019-09-03 09:00:00,435.3316115146624,6835.917,5703569.0,1,2
2019-09-03 09:30:00,440.7709712133441,6945.918,5703569.0,1,2
2019-09-03 10:00:00,441.2280602636535,7002.417,5703569.0,1,2
2019-09-03 10:30:00,459.9687113263385,7055.268,5703569.0,1,2
2019-09-03 11:00:00,458.003228410008,7059.597,5703569.0,1,2
2019-09-03 11:30:00,450.3698412698413,7035.04,5703569.0,1,2
2019-09-03 12:00:00,436.6571697605596,6984.972,5703569.0,1,2
2019-09-03 12:30:00,436.2457896152811,6934.909,5703569.0,1,2
2019-09-03 13:00:00,436.6114608555286,6970.997,5703569.0,1,2
2019-09-03 13:30:00,457.8661016949152,7036.138,5703569.0,1,2
2019-09-03 14:00:00,478.1608555286521,7078.846,5703569.0,1,2
2019-09-03 14:30:00,457.8661016949152,7048.037,5703569.0,1,2
2019-09-03 15:00:00,457.8661016949152,7051.62,5703569.0,1,2
2019-09-03 15:30:00,460.1515469464622,7052.654,5703569.0,1,2
2019-09-03 16:00:00,457.7746838848534,7068.97,5703569.0,1,2
2019-09-03 16:30:00,462.02561205273065,7085.048,5703569.0,1,2
2019-09-03 17:00:00,460.1515469464622,7062.574,5703569.0,1,2
2019-09-03 17:30:00,441.2737691686845,7005.165,5703569.0,1,2
2019-09-03 18:00:00,431.4920634920635,6876.179,5703569.0,1,2
2019-09-03 18:30:00,427.1954264191552,6797.782,5703569.0,1,2
2019-09-03 19:00:00,430.8064299165994,6810.073,5703569.0,1,2
2019-09-03 19:30:00,435.5601560398171,6842.393,5703569.0,1,2
2019-09-03 20:00:00,431.62919020715634,6814.62,5703569.0,1,2
