DateTime,USEP (Milligrams of gold/MWh),DEMAND (MW),Total Population (Number),Holiday,Day
2018-09-01 00:30:00,446.3352502017757,5516.442,5638676.0,1,6
2018-09-01 01:00:00,422.2755246166264,5410.561,5638676.0,1,6
2018-09-01 01:30:00,419.6781678773205,5280.854,5638676.0,1,6
2018-09-01 02:00:00,441.3228073715362,5197.666,5638676.0,1,6
2018-09-01 02:30:00,432.20927495291903,5130.163,5638676.0,1,6
2018-09-01 03:00:00,415.8960519235943,5066.259,5638676.0,1,6
2018-09-01 03:30:00,406.0534369114878,5023.199,5638676.0,1,6
2018-09-01 04:00:00,393.8868711326338,4986.058,5638676.0,1,6
2018-09-01 04:30:00,393.8413034705408,4959.921,5638676.0,1,6
2018-09-01 05:00:00,392.1097323110035,4961.68,5638676.0,1,6
2018-09-01 05:30:00,394.7526567124025,5008.15,5638676.0,1,6
2018-09-01 06:00:00,404.2762980898575,5068.456,5638676.0,1,6
2018-09-01 06:30:00,414.9846986817325,5143.468,5638676.0,1,6
2018-09-01 07:00:00,415.9871872477806,5198.57,5638676.0,1,6
2018-09-01 07:30:00,413.7543718052193,5280.595,5638676.0,1,6
2018-09-01 08:00:00,415.212536992198,5461.811,5638676.0,1,6
2018-09-01 08:30:00,452.5324522464353,5677.022,5638676.0,1,6
2018-09-01 09:00:00,462.6029055690073,5845.928,5638676.0,1,6
2018-09-01 09:30:00,483.6551654560129,5957.022,5638676.0,1,6
2018-09-01 10:00:00,513.7753900995426,6057.406,5638676.0,1,6
2018-09-01 10:30:00,559.6620258272801,6141.255,5638676.0,1,6
2018-09-01 11:00:00,559.7075934893732,6173.391,5638676.0,1,6
2018-09-01 11:30:00,568.3654492870595,6173.123,5638676.0,1,6
2018-09-01 12:00:00,540.2502017756256,6144.023,5638676.0,1,6
2018-09-01 12:30:00,516.6461528114071,6090.511,5638676.0,1,6
2018-09-01 13:00:00,507.8971616895346,6049.683,5638676.0,1,6
2018-09-01 13:30:00,506.6212671509282,6036.582,5638676.0,1,6
2018-09-01 14:00:00,500.92530938929247,6015.927,5638676.0,1,6
2018-09-01 14:30:00,493.8167541027711,6001.27,5638676.0,1,6
2018-09-01 15:00:00,485.3867366155502,5984.133,5638676.0,1,6
2018-09-01 15:30:00,482.01472962066185,5976.147,5638676.0,1,6
2018-09-01 16:00:00,482.105864944848,5977.668,5638676.0,1,6
2018-09-01 16:30:00,481.9235942964757,5948.071,5638676.0,1,6
2018-09-01 17:00:00,479.5540758676352,5917.908,5638676.0,1,6
2018-09-01 17:30:00,462.6484732311004,5860.271,5638676.0,1,6
2018-09-01 18:00:00,457.636030400861,5815.258,5638676.0,1,6
2018-09-01 18:30:00,462.7396085552865,5841.872,5638676.0,1,6
2018-09-01 19:00:00,481.9691619585688,5922.953,5638676.0,1,6
2018-09-01 19:30:00,493.9078894269573,5973.259,5638676.0,1,6
2018-09-01 20:00:00,490.62701775625504,5966.192,5638676.0,1,6
2018-09-01 20:30:00,500.87974172719936,5985.957,5638676.0,1,6
2018-09-01 21:00:00,493.9078894269573,5989.774,5638676.0,1,6
2018-09-01 21:30:00,490.5358824320689,5976.36,5638676.0,1,6
2018-09-01 22:00:00,465.3369652945924,5894.833,5638676.0,1,6
2018-09-01 22:30:00,436.8571764864138,5805.75,5638676.0,1,6
2018-09-01 23:00:00,425.3741256389562,5732.96,5638676.0,1,6
2018-09-01 23:30:00,418.5845439870864,5635.389,5638676.0,1,6
2018-09-02 00:00:00,436.2300376647834,5572.757,5638676.0,1,7
2018-09-02 00:30:00,446.5784772666128,5498.545,5638676.0,1,7
2018-09-02 01:00:00,436.4123890234059,5388.126,5638676.0,1,7
2018-09-02 01:30:00,423.0095641646489,5216.641,5638676.0,1,7
2018-09-02 02:00:00,436.7315039009954,5152.329,5638676.0,1,7
2018-09-02 02:30:00,435.5462200699489,5092.327,5638676.0,1,7
2018-09-02 03:00:00,431.5344901802529,5043.168,5638676.0,1,7
2018-09-02 03:30:00,417.6757869249395,5001.569,5638676.0,1,7
2018-09-02 04:00:00,406.2788270110304,4972.763,5638676.0,1,7
2018-09-02 04:30:00,403.9538471885929,4939.211,5638676.0,1,7
2018-09-02 05:00:00,394.88186709712136,4935.623,5638676.0,1,7
2018-09-02 05:30:00,403.9082593489373,4952.053,5638676.0,1,7
2018-09-02 06:00:00,404.40972558514926,4987.34,5638676.0,1,7
2018-09-02 06:30:00,404.4553134248049,5026.797,5638676.0,1,7
2018-09-02 07:00:00,403.99943502824857,5058.595,5638676.0,1,7
2018-09-02 07:30:00,404.5009012644605,5076.532,5638676.0,1,7
2018-09-02 08:00:00,404.0906107075599,5180.708,5638676.0,1,7
